ID,Name,DisplayName,Description,GameQuality,Quality,MaxStackCount,DefaultStackCount,PriceEach,Category,IsAddon
1185,"BP_Bullet_AR_Piercing6","蓝图：AR-特种穿甲弹","用于在工作台制造AR-特种穿甲弹的蓝图。",0,White,1,1,50,"Formula",False
1186,"BP_Bullet_BR_Piercing6","蓝图：L-特种穿甲弹","用于制造L-特种穿甲弹的蓝图。",0,White,1,1,50,"Formula",False
1187,"BP_Bullet_MAG_Piercing6","蓝图：MAG-特种穿甲弹","用于制造MAG-特种穿甲弹的蓝图。",9,White,1,1,50,"Formula",False
1188,"BP_Bullet_SHT_Break","蓝图：特种霰弹","用于制造特种霰弹的蓝图。",9,White,1,1,50,"Formula",False
1189,"BP_Bullet_SMG_Break","蓝图：S-特种弹","用于制造S-特种弹的蓝图。",9,White,1,1,50,"Formula",False
1190,"BP_Bullet_SNP_Piercing6","特种穿甲狙击弹","用于制造特种穿甲狙击弹的蓝图。",9,White,1,1,50,"Formula",False
1191,"Key_Farm_NorthFactoryRoom","北厂区小屋钥匙","能打开农场镇北厂区内小屋的门。",3,White,1,1,101,"Key",False
1192,"GunPowder_Blue","罐装火药","贴着蓝色标签的罐装火药。",3,Green,5,1,500,"Special",False
1193,"GunPowder_Green","罐装火药","贴着绿色标签的罐装火药。",3,Green,5,1,500,"Special",False
1194,"GunPowder_Red","罐装火药","贴着红色标签的罐装火药。",4,Green,5,1,800,"Special",False
1195,"BP_Bullet_SNP_Piercing2","蓝图：穿甲狙击弹","用于制造穿甲狙击弹的蓝图。",9,White,1,1,50,"Formula",False
1196,"BP_Bullet_AR_Piercing3","蓝图：AR-穿甲弹","用于制造AR-穿甲弹的蓝图。",9,White,1,1,50,"Formula",False
1197,"BP_Bullet_AR_Piercing5","蓝图：AR-高级穿甲弹","用于制造AR-高级穿甲弹的蓝图。",9,White,1,1,50,"Formula",False
1198,"BP_Bullet_BR_Piercing3","蓝图：L-穿甲弹","用于制造L-穿甲弹的蓝图。",9,White,1,1,50,"Formula",False
1199,"BP_Bullet_BR_Piercing5","蓝图：L-高级穿甲弹","用于制造L-高级穿甲弹的蓝图。",9,White,1,1,50,"Formula",False
1200,"BP_Bullet_MAG_Piercing2","蓝图：MAG-穿甲弹","用于制造MAG-穿甲弹的蓝图。",9,White,1,1,50,"Formula",False
1201,"BP_Bullet_MAG_Piercing4","蓝图：MAG-高级穿甲弹","用于制造MAG-高级穿甲弹的蓝图。",9,White,1,1,50,"Formula",False
1202,"BP_Bullet_SHT_Piercing3","蓝图：穿甲霰弹","用于制造穿甲霰弹的蓝图。",9,White,1,1,50,"Formula",False
1203,"BP_Bullet_SHT_Piercing5","蓝图：高级穿甲霰弹","用于制造高级穿甲霰弹的蓝图。",9,White,1,1,50,"Formula",False
1204,"BP_Bullet_SMG_Piercing3","蓝图：S-穿甲弹","用于制造S-穿甲弹的蓝图。",9,White,1,1,50,"Formula",False
1205,"BP_Bullet_SMG_Piercing5","蓝图：S-高级穿甲弹","用于制造S-高级穿甲弹的蓝图。",9,White,1,1,50,"Formula",False
1206,"BP_Bullet_SNP_Piercing4","蓝图：高级穿甲狙击弹","用于制造高级穿甲狙击弹的蓝图。",9,White,1,1,50,"Formula",False
1207,"SaltedFish","战术咸鱼","一根腌的很透的咸鱼，梆硬。",6,Purple,1,1,2677,"MeleeWeapon",False
1208,"ButcherKnife","猪肉刀","看上去很普通，但材质好像一点都不普通，甚至可以挡住子弹。",5,Purple,1,1,3769,"Weapon",False
1209,"SMG_ArcadeGun_Normal","玩具枪","威力非常小。",7,Blue,1,1,1555,"Weapon",False
1210,"Formula_Cola","配方：可乐","制造可乐的配方。",9,Green,1,1,1000,"Formula",False
1213,"HelmatLV1StormProtection","风暴工作头盔","使用特殊材质制造的工作头盔，虽然抵挡子弹的能力很差，但穿上一整套可以抵御空间风暴早期的扰动。",3,Blue,1,1,768,"Helmat",False
1214,"Quest_DefenceShield_Text","防御力场操作说明","手写的防御力场操作说明，字迹有些潦草，但看着有些熟悉。",4,White,1,1,350,"Quest",False
1215,"BP_ArmorLV5","蓝图：五级防弹衣","用于在工作台制作五级防弹衣的蓝图。",7,Blue,1,1,1500,"Formula",False
1216,"BP_ArmorLV5StormProtection","蓝图：空间防护服终极版","用于在工作台制作空间防护服终极版的蓝图。",7,Orange,1,1,9798,"Formula",False
1217,"BP_ArmorLV5_2","蓝图：五级作战防弹衣","用于在工作台制作五级作战防弹衣的蓝图。",7,Blue,1,1,1500,"Formula",False
1218,"BP_ArmorLV5_3","蓝图：五级重型防弹衣","用于在工作台制作五级重型防弹衣的蓝图。",7,Blue,1,1,1500,"Formula",False
1219,"BP_ArmorLV6","蓝图：六级防弹衣","用于在工作台制作六级防弹衣的蓝图。",7,Blue,1,1,1500,"Formula",False
1220,"BP_BackpackLV5","蓝图：行军背包MAX","用于在工作台制作行军背包MAX的蓝图。",7,Blue,1,1,1500,"Formula",False
1221,"BP_HelmatLV5","蓝图：SCIFI面罩","用于在工作台制作SCIFI面罩的蓝图。",7,Blue,1,1,1500,"Formula",False
1222,"BP_HelmatLV5StormProtection","蓝图：空间防护头盔最终版","用于在工作台制作空间防护头盔最终版的蓝图。",7,Orange,1,1,7898,"Formula",False
1223,"BP_HelmatLV5_1Hear","蓝图：五级轻型头盔","用于在工作台制作五级轻型头盔的蓝图。",7,Blue,1,1,1500,"Formula",False
1224,"BP_HelmatLV5_2","蓝图：五级作战头盔","用于在工作台制作五级作战头盔的蓝图。",7,Blue,1,1,1500,"Formula",False
1225,"BP_HelmatLV6","蓝图：神之电焊头","用于在工作台制作神之电焊头的蓝图。",7,Blue,1,1,1500,"Formula",False
1226,"Key_Farm_Nursing_Computer","疗养院机房钥匙","能打开疗养院内机房的门。",2,White,1,1,224,"Key",False
1227,"Key_Farm_Nursing_Restaurant","疗养院餐厅钥匙","能打开疗养院内餐厅的门。",3,Green,1,1,439,"Key",False
1228,"Key_Farm_Nursing_Room_1","疗养院房间钥匙-1","能打开疗养院内某个房间的门。",2,White,1,1,214,"Key",False
1229,"Key_Farm_Nursing_Room_2","疗养院房间钥匙-2","能打开疗养院内某个房间的门。",3,White,1,1,377,"Key",False
1230,"Accelerator","加速器","似乎是用来处理某种特殊晶体的机器。",3,Green,1,1,871,"JLab",False
1231,"ConcentratedSlurry","浓缩浆质","忍不住想尝一口。",9,Green,1,1,500,"Special",False
1232,"CrystalBattery","晶体电池","储存着巨大的电力。",999,Green,1,1,500,"Special",False
1233,"CrystalFiltrationUnit","晶体过滤单元","似乎是用来处理某种特殊晶体的机器。",2,Green,1,1,518,"JLab",False
1234,"CrystalBooster","晶体增压器","似乎是用来处理某种特殊晶体的机器。",2,Green,1,1,622,"JLab",False
1235,"BulkSpaceCrystal","大块空间晶体","空间晶体的聚合体，小心一点可以将它拆开。",9,Purple,5,1,3600,"Special",False
1236,"SpaceEye","风暴眼","风暴虫的眼睛。",9,White,10,1,300,"Special",False
1237,"Formula_ConcentratedSlurry","配方：浓缩浆质","制造浓缩浆质的配方。",9,Orange,1,1,8888,"Formula",False
1238,"AR_MF_Poison","MF-毒液","让射出的子弹裹上浓缩浆质，会让命中的目标中毒。",9,Orange,1,1,3956,"Weapon",False
1239,"EGun_Magic_Red","???","???",9,White,1,1,284,"Weapon",False
1240,"BP_AR_MF_Poison","蓝图：MF-毒液","用于在工作台研发武器：MF-毒液。",9,Green,1,1,1000,"Formula",False
1241,"CarBattery","汽车电池","汽车用的高容量电池。",5,Orange,1,1,7515,"Tool",False
1242,"RedEye","???","看起来不太稳定，不知道吃下去会怎么样？",2,Purple,1,1,3974,"Special",False
1243,"Splint","骨夹板","用于快速治疗骨折。",1,White,1,1,105,"Medic",False
1244,"SplintAdvanced","高级骨夹板","用于快速治疗骨折，可用多次。",3,Green,1,1,468,"Medic",False
1245,"SurgicalKit","手术包","用于治疗创伤。",3,Green,1,1,488,"Medic",False
1246,"SurgicalKitL","增强手术包","用于治疗创伤。",4,Blue,1,1,1678,"Medic",False
1247,"Injection_BleedResist","止血针","移除流血状态，且一段时间内免疫流血。",2,Green,3,1,448,"Injector",False
1248,"SmallAxe","斧子","平平无奇的斧子。",1,White,1,1,377,"Weapon",False
1249,"Armor_Football_1","休闲套装","条纹Polo衫配红短裤。",9,White,1,1,230,"Armor",False
1250,"Armor_Football_2","运动背心","破了几个洞。",9,White,1,1,160,"Armor",False
1251,"FackMask_Football_Glass","金丝眼镜","没有镜片。",9,White,1,1,80,"FaceMask",False
1252,"HeadsetLV2","橘子耳机","能够大幅提高听觉灵敏度，可以听到声音来自于哪个方向。",4,Purple,1,1,1850,"Headset",False
1253,"GoldBadge","纯金徽章","纯金打造。",6,Red,1,1,55898,"Luxury",False
1254,"Crown","皇冠","欲戴王冠，必承其重。",7,Red,1,1,21593218,"Luxury",False
1255,"ToteBag","手提袋","顶级奢侈品牌推出的手提袋。",4,Orange,1,1,6666,"Luxury",False
1256,"MoonShine","灵魂私酒","使用秘密配方酿造的私酒，传闻加入了可乐。",6,LightRed,1,1,12490,"Food",False
1257,"ShitBall","粪球","可以扔出去。",1,White,5,1,10,"Shit",False
1258,"EGun_AR_Storm_Virus","???","*Item_EGun_AR_Storm_Virus_Desc*",9,White,1,1,284,"Weapon",False
1259,"Kazoo","卡祖笛","老吴的音乐梦想！",3,Purple,1,1,2688,"Luxury",False
77550,"CustomItem_77550","浮力补偿设备SCUBA","用于蛙人特种部队的潜泳设备，作战队员佩戴设备时可自由在水面/水下状态时灵活调整浮力大小。",6,Red,1,1,39800,"Luxury",True
77551,"CustomItem_77551","ECMO","ECMO(体外膜肺氧合)，使用人造体外循环系统替代心肺功能，为重症患者提供持续的氧合和血液循环支持，是挽救心肺衰竭患者生命的关键医疗设备。",6,Red,1,1,37800,"Luxury",True
77552,"CustomItem_77552","近卫阿米娅手办","以阿米娅的近卫形象打造的两头身精致手办，只是看着就感觉惹人怜爱，想要收入囊中，好好滴珍藏！这可是隐藏款！！",6,Red,1,1,39000,"Luxury",True
77553,"CustomItem_77553","阿米娅手办","以阿米娅的术士形象打造的两头身精致手办，只是看着就感觉惹人怜爱，想要收入囊中。",5,Orange,1,1,9000,"Gem",True
77555,"CustomItem_77555","阿米娅手办?","阿米娅！我滴兔兔！！你滴耳朵呢？？？！！！",7,Red,1,1,50000,"Gem",True
77560,"CustomItem_77560","机密实验数据A","一份从J-Lab实验室流出的机密数据，可以卖一个不错的价格",5,LightRed,1,1,10000,"Electric",True
77561,"CustomItem_77561","机密实验数据B","一份从J-Lab实验室流出的机密数据，可以卖一个不错的价格",5,LightRed,1,1,10000,"Electric",True
77562,"CustomItem_77562","机密实验文件C","一份从J-Lab实验室流出的机密数据，可以卖一个不错的价格",5,LightRed,1,1,10000,"Luxury",True
77563,"CustomItem_77563","数码相机","一台功能完好的数码相机",4,Purple,1,1,3000,"Electric",True
77565,"CustomItem_77565","钻戒","一枚钻戒，钻石闪闪发光，熠熠生辉",5,Orange,1,1,7900,"Luxury",True
77566,"CustomItem_77566","金怀表","一块华丽的纯金怀表",4,Orange,1,1,5300,"Luxury",True
77567,"CustomItem_77567","鸭科夫金杯","在鸭星十里八乡出名的金质手工艺品",4,Purple,1,1,3900,"Luxury",True
77568,"CustomItem_77568","纯金打火机","一款以纯金打造的打火机，外壳采用24K或以上黄金铸造，表面细致打磨至镜面光泽，折射出温润而华贵的金色光芒。整机结构比普通打火机更为厚实、手感沉稳，有着明显的重量感，每次开启都伴随着“啪嗒”一声清脆的金属闭合音——那是金属与工匠精湛技艺的交响。",4,Orange,1,1,5500,"Luxury",True
77569,"CustomItem_77569","鸭科夫金戒指","一枚巨大的金戒指，几乎可当作一枚沉重的扳指佩戴。整体由纯黄金铸造，表面抛光至镜面光泽，金色温润如同饱满的晨光。环体厚重，宽度、质感皆显精工，每一次转动戒指，都能听到黄金摩挲空气的低语。",5,Orange,1,1,7700,"Luxury",True
77570,"CustomItem_77570","主战坦克模型","一台主战坦克模型，严格按照真实尺寸缩比制作，细节精致。炮塔与车身可电动旋转，让您全方位欣赏这台钢铁巨兽",6,Red,1,1,39500,"Gem",True
77571,"CustomItem_77571","生化培养箱","便携式生物培养箱，机身采用轻量化铝合金与高强度ABS复合材料，配备精准温控与湿度调节系统，可在野外、移动实验室或紧急救援现场稳定维持细胞、微生物或组织培养所需环境。内置可拆卸多孔托盘与UV紫外消毒模块，确保无菌条件；触控式LCD操作界面加之无线联网功能，实时监测温湿度曲线与培养进度；高性能锂电池支持连续工作8小时以上，并具备防震减震与密封抗压设计，保障珍贵样本安全。",3,Purple,1,1,2880,"Electric",True
77572,"CustomItem_77572","试管离心机","医用液体离心机，机身采用医用级ABS与航空铝合金一体成型，表面哑光处理，易于消毒与清洁。内置无刷直流电机与高精度涡轮转子，转速可调范围0–15,000 rpm，对应最大离心力可达20,000 × g，兼容0.2–15 ml多规格试管。配备一体化触控OLED显示屏，实时反馈转速、定时与RCF值；安全锁盖与不平衡自动检测系统，瞬间停止运转，确保实验过程绝对安全。机底置静音减振脚垫，噪音≤45 dB；USB-C数据接口可导出实验记录或升级固件。适用于临床血液分离、细胞沉淀、蛋白纯化与核酸提取等多种科研与医疗场景。",4,Purple,1,1,2900,"Electric",True
77573,"CustomItem_77573","超声波皿器清洗仪","一台超声波皿器清洗仪，通过超声波产生的高频振动清洗试管皿器，实验必备",3,Blue,1,1,1600,"Electric",True
77575,"CustomItem_77575","大珍珠","整体浑然天成，珠圆玉润的巨大天然珍珠，通体散发着明亮光泽，令人目眩神迷。",6,Red,1,1,30000,"Luxury",True
77577,"CustomItem_77577","飞船燃料","尚未开封的20升装高性能航空燃料，专为飞船发动机设计，经过燃烧后可以为发动机提供澎湃动力。",6,LightRed,1,1,19900,"Luxury",True
77578,"CustomItem_77578","小珍珠","颗粒状，闪烁着光泽的小型珍珠。聚集起来，抓起一小把，那是一种绝佳体验。是收藏的佳品。",4,Blue,1,1,2200,"Luxury",True
77579,"CustomItem_77579","万金泪冠","万金泪冠，一件仿佛来自帝国梦境的奢华珠宝。整体以象牙白珐琅为基底，镶嵌璀璨蓝宝石与翡翠、红宝石等多色珍宝，细节处尽显宫廷工艺的极致繁复与精致。珠宝盒开启之间，一顶王冠缓缓升起，似在讲述一段失落王朝的荣耀与哀愁。金玉交织，冠下泪痕仿佛映照着命运的跌宕与不舍。",6,LightRed,1,1,17560,"Gem",True
77580,"CustomItem_77580","名贵机械表","这枚名贵金质机械表外壳由纯金锻造，整体金光灿灿，却不张扬。表盘中的机械齿轮与摆轮清晰可见，微妙震动如同生命节拍般跳动。金质链带厚重而有质感，每一环都打磨光洁且略显磨损，暗示它被人经手、佩戴、见证过多个战局与承诺。",6,Red,1,1,20000,"Luxury",True
77581,"CustomItem_77581","心脏支架","这是一整套专为冠状动脉植入设计的微型金属网管装置，包含多种规格的支架、导管与递送系统。支架由超薄合金材料编织成蜂巢状网框，外覆药物涂层以防止血管重新狭窄。",3,Blue,1,1,2200,"JLab",True
77582,"CustomItem_77582","卫星电话","采用抗冲击外壳，整体尺寸略大于传统智能手机，手握有一定厚度与重量，却显露明确的使命感。它的天线可折叠或拔出，在开启状态下略微突起，暗示它连接的并非地面通信站，而是环绕鸭科夫星球轨道运行的卫星。",4,Orange,1,1,5300,"Electric",True
77583,"CustomItem_77583","源石","一块来自别的世界的，散发着能量的石头。感觉可以当煤烧，但是无敌的直觉告诉你这是某种硬盘。",3,Purple,1,1,3000,"Luxury",True
77585,"CustomItem_77585","非洲之心","世界上最大的钻石，璀璨夺目，象征着永恒的爱。价值无可估量。",6,Red,1,1,70000,"Gem",True
77586,"CustomItem_77586","高性能笔记本电脑","一台无声中蕴含狂猛动力的“战场便携指挥中心”。整机黑色金属材质外壳如战车装甲，带有微微磨砂质地与冷冽光泽，散发着机械精密感。开盖瞬间，17 英寸或16 英寸高刷新率屏幕亮起，宛如战场广角侦察视窗；RGB背光键盘灯光逐字跳动，像是通讯频道翩然闪烁。",6,Red,1,1,25000,"Luxury",True
77587,"CustomItem_77587","海洋之泪","世界上价格最高昂的珍珠之一，整体浑然天成，珠圆玉润的巨大天然珍珠，通体散发着镭射般的明亮光泽，令人目眩神迷。",6,Red,1,1,70000,"Gem",True
77588,"CustomItem_77588","别尔哥罗德号潜艇模型","一件无比精致的，按比例还原的Belgorod号核潜艇模型，高度还原了其特征外形和冷峻气质：长约184米、宽约18米的巨大舰体缩成数十厘米模型，深灰色与海蓝色喷涂交错，甲板与船艏处细致刻画出潜望镜舱、舷窗、声呐阵列与尾部螺旋桨。模型材质为沉重金属与高强度树脂混合，触感冰冷坚实，似乎储存了深海压力与核动力的沉默能量。",6,Red,1,1,60000,"Gem",True
77589,"CustomItem_77589","步战车模型","一辆比例缩放的步兵作战载具模型，车体虽缩小但细节丰富——金属＋树脂混合材料铸造，车轮、舱门、炮塔与侧装甲板皆清晰可见。模型车身喷涂迷彩图案，轮廓硬朗，仿佛实战版缩影。履带略有灰尘痕迹，履带齿与齿轮间隙真实，末端微微泛起金属光，揭示出曾被频繁操纵、搬移与展示的痕迹。",6,Red,1,1,27800,"Luxury",True
77590,"CustomItem_77590","黑匣子","一套完整的飞行记录装置，由两个高度耐损模块组成：一个是飞行数据记录器 (FDR)，另一个是驾驶舱语音记录器 (CVR)。外壳采用高强度钢合金和钛材加固，涂装为醒目的国际红，以便在灾难残骸中快速识别。",6,Red,1,1,29800,"Luxury",True
77591,"CustomItem_77591","机密实验数据EX","来自J-Lab的极其机密的实验数据，记录了J-Lab不为人知的各项黑色实验",5,LightRed,1,1,15660,"Electric",True
77592,"CustomItem_77592","金香槟","鸭星上最豪华的香槟，能喝一口的话就是变成烤鸭也值得鸭",5,Red,1,1,27800,"Drink",True
77593,"CustomItem_77593","纯金瞪羚","这件雕塑以瞪羚为造型，整件由纯黄金打造，外观沉稳中带有活力。雕塑中的瞪羚身体挺拔、角长而优雅，仿佛正准备跳跃跃起，其肌肉线条与身体曲线被工匠细致刻画。",5,LightRed,1,1,19000,"Luxury",True
77595,"CustomItem_77595","金钢笔","这支钢笔几近艺术品，其笔身由纯金铸造，表面打磨至镜面光泽，光线投射下散出温润的金色光芒。笔帽与笔杆之间的接缝极细，仅有一条暗纹勾勒出工匠签名和限量编号。笔尖亦为黄金材质，镌刻着细密的花纹，轻触纸面时，如同羽毛拂过而流畅滑动。",4,Orange,1,1,9000,"Luxury",True
77596,"CustomItem_77596","奢华古典留声机","这台古典奢华留声机以复古机械美学为灵魂，结合华丽装饰与精致工艺。机身采用深色实木与铜质喇叭，喇叭口呈漆金或铜金色，外缘轻微磨损，仿佛承载着岁月的回声。整体造型高挑优雅，木纹温润，金属部件在灯光下散射出淡淡光芒。",5,Red,1,1,23660,"Luxury",True
77597,"CustomItem_77597","神秘牛角","神秘的牛角，当你凝视牛角时，牛角也在凝视你",4,Orange,1,1,8760,"Luxury",True
77598,"CustomItem_77598","纪念勋章","一块用来表彰鸭星杰出鸭鸭的勋章",5,Orange,1,1,7700,"Luxury",True
77599,"CustomItem_77599","医疗机器人","——非常擅长烤鸭？机体主体由铂金灰金属合金构成，表面带有细微的碳纤维纹理与哑光银质饰条，显露高科技与严谨感。机械臂至少具备六到九个自由度，关节连接处采用滚珠轴承滑轨，动作平滑、静默。末端装配模块化工具盘：包括微型镊、激光切割器、超声探头与自动缝合器，均能快速交换。",6,Red,1,1,47000,"Gem",True
77600,"CustomItem_77600","军用信息终端","这是一款专为前线作战与战术部署打造的便携信息终端。其外壳采用耐冲击合金与密封结构，经过军规认证以适应高温、低温、灰尘、震动、湿润等极端环境。",5,LightRed,1,1,18990,"Electric",True
77601,"CustomItem_77601","便携军用暖气片","一台便携军用大功率暖气片，温暖你一冬天————？",6,Red,1,1,100800,"Electric",True
77602,"CustomItem_77602","蓝宝石龙舌兰","葡萄美酒夜光杯，你和掩体一起飞",5,LightRed,1,1,16800,"Drink",True
77603,"CustomItem_77603","复苏呼吸机","宛如移动的生命守护塔，其机身被设计为坚固的金属外壳，搭配消音风扇与冷却散热网，给人一种“即便暴风骤雨也能维持呼吸节拍”的印象。面板上布满背光按钮、旋钮与彩色液晶屏幕，屏幕中显示着温度、呼气压、氧浓度、潮气量等参数——这些数字闪烁便是生命在挣扎中的彰显。",6,Red,1,1,59990,"Gem",True
77605,"CustomItem_77605","天圆地方","这件浑天仪由数条金属圆环交错组成，环中悬挂一个细致的黄金球体。其结构仿佛凝聚了天空、星辰与时间的形态。将其置于光影交错的环境中，光线从金属环的边缘反射出来，投射出淡淡的网格影子在桌面上。你能仿佛听到岁月在其齿轮间低语——每一次旋转、每一条刻度，都带有对宇宙法则的敬畏与求索。",6,Red,1,1,47000,"Gem",True
77606,"CustomItem_77606","荷美尔陶俑","一件精致的陶俑，是鸭星比较出名的手工艺品",4,Orange,1,1,7300,"Luxury",True
77607,"CustomItem_77607","座钟","丧钟为谁而鸣？",5,LightRed,1,1,17500,"Luxury",True
77608,"CustomItem_77608","全家福","一张危机之前的全家福",3,Purple,1,1,3000,"Backpack",True
77609,"CustomItem_77609","源石碎片","源石的碎片，也蕴含这部分能量，要不要试试烧一下？",3,Purple,1,1,2700,"Luxury",True
77610,"CustomItem_77610","瓶装咖啡","一瓶精致的瓶装咖啡，上面写着“香稠J-Lab出品特制香浓咖啡”",4,Orange,1,1,5000,"Food",True
77611,"CustomItem_77611","方粥","方形的粥，所以是方粥（确信",5,Orange,3,1,8600,"Food",True
77612,"CustomItem_77612","三角粥","三角形的粥，所以是三角粥（确信",5,Orange,3,1,8300,"Food",True
77613,"CustomItem_77613","邪恶猫耳女印象派画作","'我说来人了别吃了！！！尼尔多隆吗！！'——————你仿佛听见她在说",7,Red,1,1,2380000,"Misc",True
77615,"CustomItem_77615","万足金条","沉甸甸，精美的金砖，上面刻着“9999”",6,Red,1,1,32000,"Luxury",True
77616,"CustomItem_77616","黄金鸟窝","以黄金打造的鸟窝工艺品：鸟窝外壳由纯金铸造，细密的鸟巢纹理仿佛真实羽羽交绕，金丝细线编织般绕成蜿蜒的环带，纹理之间流光溢彩，仿佛晨光映照在羽毛与枝条交错的缝隙中。窝内卧着数枚黄金鸟蛋，每枚金蛋表面都熠熠生辉。",6,Red,1,1,31300,"Luxury",True
77617,"CustomItem_77617","棘龙角化石","化石形态极具震撼，呈沉灰-褐色，骨质结构清晰可见：粗壮的椎骨沿着背部延伸，其上方残留长长的神经棘痕迹，宛如曾撑起一面巨大帆状结构。骨骼表面布满细小裂纹与矿化沉积，岁月的痕迹在化石纤维与岩石交界处显现。",6,Red,1,1,35300,"Luxury",True
77618,"CustomItem_77618","军用远距离通信终端","一台军用远距离通信终端。和远距离卫星通讯天线组合成一套。在荒野撤退、山谷伏击、远程前哨情况下，这台通讯仪成为唯一连接指挥中心、无人侦察机回传、战术支援与救援包投的“生命线”。其机体虽便携，却承载着数据流、命令链、情报与反馈的重任。",6,Red,1,1,37300,"Electric",True
77619,"CustomItem_77619","远距离卫星通讯天线","便携军用卫星通讯天线，其外壳以钛合金与高强度塑料混合构造，整体设计坚固且轻量化，适合在野外、突袭或移动车辆中携带使用。设备正面为一块抗反射触控显示屏和数据输入盘，配有折叠式卫星天线（可快速展开连接至轨道卫星），背部还设有手提把手与背包固定挂钩，便于一人迅速部署或转移位置。",6,Red,1,1,32300,"JLab",True
77620,"CustomItem_77620","金质发条八音盒","一只圆形的奢华发条八音盒，整体采用金色金属材质打造，表面镜面打磨光亮，宛如一枚静置在古典音乐厅中央的工艺杰作。轻旋底部的小钥匙，优雅的齿轮开始转动，伴随金属弹簧的微响，音簧缓缓起振，旋律缓缓响起——每一个音符都像金色光点在空气中跳跃。",5,LightRed,1,1,12500,"JLab",True
77621,"CustomItem_77621","军用高能炸药","专为战场破坏与突袭任务设计的军用高能炸药箱，外壳由铆钉加固的厚钢板构成，涂以军用橄榄绿或迷彩棕，边缘和折角处已有擦痕与弹壳残留的碳灰，暗示其多次转运、部署与临战使用。箱体四角设有重型提手与固定脚座，可在战地迅速固定、搬运或安置。",5,LightRed,1,1,11520,"JLab",True
77622,"CustomItem_77622","高能燃料电池","用于战术或远征环境的高性能燃料电池，整体设计低调而功能至上。机体采用厚重的黑色合金与复合塑料外壳，表面带有轻微磨砂质感，四角装有防滑橡胶垫。顶部短条LCD显示当前输出功率与剩余燃料容量，旁边刻着型号标签与安全警示“Caution: High Voltage / Refuel Only Specified Fuel”。",5,LightRed,1,1,11720,"JLab",True
77623,"CustomItem_77623","高级咖啡豆","一袋高级咖啡豆，内置了一包应急饮用水，加热袋，和手持小型电动研磨器，可以直接冲泡出香浓的咖啡，提神醒脑，喝完继续生龙活虎。",5,LightRed,1,1,17720,"JLab",True
77625,"CustomItem_77625","高级鱼子酱","这罐鱼子酱被视为鸭星的极致奢侈品珍馐，其蛋粒源自名贵鲟鱼。其不仅是味觉的享受，更象征身份、仪式与极致奢华。它可被摆放于宴会正中央、贵宾席上，亦可以作为极具价值的馈赠或交换物。",6,Red,1,1,28620,"JLab",True
